时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"2021-03-09,二",3415.34,3429.15,3328.31,3359.29,40765254000,4.56E+11
"2021-03-10,三",3389.84,3397.03,3354.82,3357.74,29974917000,3.40E+11
"2021-03-11,四",3369.9,3436.83,3369.9,3436.83,32211204000,3.70E+11
"2021-03-12,五",3447.2,3454.51,3417.24,3453.08,35802704000,3.82E+11
"2021-03-15,一",3441.88,3457.49,3392.51,3419.95,36781329000,3.82E+11
"2021-03-16,二",3424.65,3448.88,3406.17,3446.73,31666875000,3.32E+11
"2021-03-17,三",3435.73,3454.06,3410.28,3445.55,28005982000,3.07E+11
"2021-03-18,四",3449.64,3478.14,3449.38,3463.07,28440389000,3.17E+11
"2021-03-19,五",3423.87,3439.52,3389.29,3404.66,30916172000,3.40E+11
"2021-03-22,一",3406.12,3443.66,3404.23,3443.44,31255908000,3.33E+11
"2021-03-23,二",3445.34,3445.42,3390.05,3411.51,32638941000,3.43E+11
"2021-03-24,三",3394.13,3415.29,3362.18,3367.06,31739870000,3.45E+11
"2021-03-25,四",3355.07,3382.23,3344.97,3363.59,27067610000,2.90E+11
"2021-03-26,五",3373.32,3423.22,3373.32,3418.33,27461499000,3.22E+11
"2021-03-29,一",3429.63,3449.83,3409.89,3435.3,28482424000,3.28E+11
"2021-03-30,二",3432.53,3457.63,3423.32,3456.68,28542308000,3.32E+11
"2021-03-31,三",3452.21,3452.21,3420.83,3441.91,28304926000,3.14E+11
"2021-04-01,四",3444.81,3470.03,3438.83,3466.33,27524430000,2.93E+11
"2021-04-02,五",3472.63,3487.59,3462.83,3484.39,26265487000,3.18E+11
"2021-04-06,二",3491.63,3493.28,3471.76,3482.97,23474667000,2.86E+11
"2021-04-07,三",3483.42,3483.42,3453.19,3479.63,29578698000,3.24E+11
"2021-04-08,四",3467.49,3495.91,3459.32,3482.55,33175533000,3.48E+11
"2021-04-09,五",3475.44,3475.45,3442.14,3450.68,28008520000,3.06E+11
"2021-04-12,一",3445.97,3456.16,3403.9,3412.95,30957724000,3.39E+11
"2021-04-13,二",3411.29,3425.39,3387.9,3396.47,27062605000,2.91E+11
"2021-04-14,三",3397.02,3420.03,3392.98,3416.72,23324233000,2.69E+11
"2021-04-15,四",3409.61,3409.61,3373.09,3398.99,23400505000,2.73E+11
"2021-04-16,五",3407.19,3432.63,3394.13,3426.62,25857967000,2.96E+11
"2021-04-19,一",3427.55,3479.01,3414.36,3477.55,30273582000,3.68E+11
"2021-04-20,二",3467.15,3494.3,3463.46,3472.94,28530008000,3.59E+11
"2021-04-21,三",3456.3,3481.25,3450.11,3472.93,25377786000,3.24E+11
"2021-04-22,四",3482.83,3485.36,3456.32,3465.11,25111451000,3.17E+11
"2021-04-23,五",3462.09,3482.36,3456.33,3474.17,24936043000,3.23E+11
"2021-04-26,一",3484.11,3497.12,3438.57,3441.17,27697077000,3.88E+11
"2021-04-27,二",3440.09,3443.85,3417.26,3442.61,25303239000,3.27E+11
"2021-04-28,三",3432.16,3457.07,3423.33,3457.07,24738112000,3.50E+11
"2021-04-29,四",3458.08,3478.23,3447.59,3474.9,27663139000,3.72E+11
"2021-04-30,五",3468.3,3469.09,3426.9,3446.86,31266035000,4.01E+11
"2021-05-06,四",3446.07,3471.24,3426.85,3441.28,31042419000,4.01E+11
"2021-05-07,五",3446.41,3457.89,3416.78,3418.87,35378539000,4.11E+11
"2021-05-10,一",3423.59,3429.74,3401.93,3427.99,37417088000,4.00E+11
"2021-05-11,二",3406.6,3448.1,3384.7,3441.85,35093411000,3.90E+11
"2021-05-12,三",3429.75,3466.37,3428.39,3462.75,31144455000,3.44E+11
"2021-05-13,四",3432.14,3448.02,3418.38,3429.54,31932533000,3.56E+11
"2021-05-14,五",3436.09,3490.64,3422.56,3490.38,33698231000,4.11E+11
"2021-05-17,一",3490.41,3530.51,3490.14,3517.62,32213597000,4.24E+11
"2021-05-18,二",3520.65,3529.01,3510.86,3529.01,27130856000,3.36E+11
"2021-05-19,三",3521.11,3521.11,3503.82,3510.96,27832112000,3.50E+11
"2021-05-20,四",3500.88,3517.74,3486.07,3506.94,32600933000,3.90E+11
"2021-05-21,五",3510.84,3518.38,3479.67,3486.56,28382629000,3.56E+11
"2021-05-24,一",3486.27,3498.3,3469.87,3497.28,28950924000,3.67E+11
"2021-05-25,二",3502.54,3584.58,3502.44,3581.34,34124113000,4.72E+11
"2021-05-26,三",3586.84,3603.49,3585.37,3593.36,34198029000,4.56E+11
"2021-05-27,四",3585.73,3626.36,3579.26,3608.85,30955149000,4.29E+11
"2021-05-28,五",3610.77,3622.18,3582.36,3600.78,34920883000,4.52E+11
"2021-05-31,一",3600.07,3615.66,3580.65,3615.48,33152377000,4.50E+11
"2021-06-01,二",3608.6,3626.07,3581.91,3624.71,35281141000,4.72E+11
"2021-06-02,三",3626.33,3629.29,3584.6,3597.14,34855842000,4.55E+11
"2021-06-03,四",3595.42,3618.51,3584.21,3584.21,35423303000,4.44E+11
"2021-06-04,五",3565.47,3618.8,3561.89,3591.84,33089304000,4.35E+11
"2021-06-07,一",3597.14,3600.38,3581.9,3599.54,30371868000,4.32E+11
"2021-06-08,二",3598.75,3621.52,3563.25,3580.11,30449147000,4.43E+11
"2021-06-09,三",3576.8,3598.71,3572.64,3591.4,29832330000,4.03E+11
"2021-06-10,四",3587.53,3624.34,3584.13,3610.86,31817481000,4.42E+11
"2021-06-11,五",3614.11,3614.4,3587.15,3589.75,36055497000,4.95E+11
"2021-06-15,二",3587.47,3592.95,3547.19,3556.56,34916857000,4.45E+11
"2021-06-16,三",3556.71,3561.09,3513.56,3518.33,31259731000,4.11E+11
"2021-06-17,四",3508.32,3534.2,3507.35,3525.6,27722992000,3.89E+11
"2021-06-18,五",3520.5,3535.62,3503.18,3525.1,29670859000,4.46E+11
"2021-06-21,一",3515.5,3540.3,3504.01,3529.18,28089828000,4.27E+11
"2021-06-22,二",3539.79,3560.19,3536.81,3557.41,30753640000,4.37E+11
"2021-06-23,三",3559.4,3577.47,3549.85,3566.22,31070952000,4.70E+11
"2021-06-24,四",3568.58,3570.49,3548.82,3566.65,33544075000,4.61E+11
"2021-06-25,五",3567.38,3614.3,3564.52,3607.56,34608783000,4.84E+11
"2021-06-28,一",3612.25,3614.36,3594.22,3606.37,32127497000,4.56E+11
"2021-06-29,二",3601.68,3601.83,3570.53,3573.18,30607118000,4.41E+11
"2021-06-30,三",3572.62,3594.12,3569.5,3591.2,26816282000,4.15E+11
"2021-07-01,四",3600.55,3607.7,3573.94,3588.78,29188319000,4.51E+11
"2021-07-02,五",3569.89,3569.89,3514.34,3518.76,29194555000,4.52E+11
"2021-07-05,一",3516.92,3534.32,3510.58,3534.32,28809484000,4.45E+11
"2021-07-06,二",3533.13,3538.35,3496.93,3530.26,31407021000,4.93E+11
"2021-07-07,三",3508.59,3557.88,3504.47,3553.72,31883919000,4.58E+11
"2021-07-08,四",3557.22,3558.68,3521.06,3525.5,35087786000,5.27E+11
"2021-07-09,五",3512.23,3529.31,3485.05,3524.09,34988432000,4.93E+11
"2021-07-12,一",3545.2,3565.03,3527.39,3547.84,40363956000,5.65E+11
"2021-07-13,二",3547.59,3567.48,3542.82,3566.52,36241671000,5.12E+11
"2021-07-14,三",3560.83,3560.83,3525.49,3528.5,37222172000,5.08E+11
"2021-07-15,四",3519.06,3565.93,3514.26,3564.59,36325916000,5.07E+11
"2021-07-16,五",3559.53,3566,3537.73,3539.3,36601478000,5.19E+11
"2021-07-19,一",3530.49,3544.88,3506.34,3539.12,33676095000,4.87E+11
"2021-07-20,二",3515.07,3538.64,3509.19,3536.79,29378059000,4.23E+11
"2021-07-21,三",3543.05,3569.09,3543.05,3562.66,33897875000,5.17E+11
"2021-07-22,四",3563.66,3576.47,3558.29,3574.73,38106705000,5.67E+11
"2021-07-23,五",3571.72,3571.85,3541.51,3550.4,44642125000,6.04E+11
"2021-07-26,一",3538.01,3538.01,3424.74,3467.44,44288220000,6.39E+11
"2021-07-27,二",3467.45,3483.87,3380.28,3381.18,46907544000,7.03E+11
"2021-07-28,三",3355.82,3385.54,3312.72,3361.59,39582542000,5.65E+11
"2021-07-29,四",3403.84,3416.61,3382.57,3411.72,34456943000,5.40E+11
"2021-07-30,五",3398.2,3404.88,3370.45,3397.36,38144096000,5.69E+11
"2021-08-02,一",3385.69,3464.29,3367.64,3464.29,43292787000,6.58E+11
"2021-08-03,二",3446.78,3470.66,3435.46,3447.99,40069808000,6.03E+11
"2021-08-04,三",3442.94,3477.6,3440.78,3477.22,34874422000,5.47E+11
"2021-08-05,四",3461.72,3486.16,3449.39,3466.55,34843692000,5.40E+11
"2021-08-06,五",3465.48,3466.39,3436.93,3458.23,33682440000,5.16E+11
"2021-08-09,一",3441.75,3502.84,3438.7,3494.63,34991009000,5.39E+11
"2021-08-10,二",3488.66,3529.93,3477.06,3529.93,34511299000,5.53E+11
"2021-08-11,三",3527.11,3544.09,3524.04,3532.62,38378355000,5.42E+11
"2021-08-12,四",3522.72,3538.4,3513.45,3524.74,38107459000,5.38E+11
"2021-08-13,五",3514.47,3540.08,3500.8,3516.3,37818728000,5.33E+11
"2021-08-16,一",3514.34,3537.85,3510.9,3517.34,39109972000,5.35E+11
"2021-08-17,二",3512.11,3531.72,3438.12,3446.98,42288580000,5.70E+11
"2021-08-18,三",3442.35,3487.44,3437.69,3485.29,38920376000,5.35E+11
"2021-08-19,四",3475.3,3480.46,3446.01,3465.55,38238303000,5.38E+11
"2021-08-20,五",3442.51,3453.15,3394.97,3427.33,39113692000,5.53E+11
"2021-08-23,一",3436.8,3481.25,3436.67,3477.13,38472744000,5.64E+11
"2021-08-24,二",3482.27,3522.7,3481.14,3514.47,43023646000,6.16E+11
"2021-08-25,三",3517.92,3540.39,3510.07,3540.38,45004702000,5.99E+11
"2021-08-26,四",3537.31,3537.32,3499.45,3501.66,50290315000,6.22E+11
"2021-08-27,五",3494.42,3530.19,3493.38,3522.16,45534591000,5.96E+11
"2021-08-30,一",3535.07,3539.49,3512.99,3528.15,51278572000,6.99E+11
"2021-08-31,二",3519.02,3543.94,3496.39,3543.94,52420506000,7.04E+11
"2021-09-01,三",3543.87,3582.32,3514.67,3567.1,66727631000,8.43E+11
"2021-09-02,四",3559.9,3597.37,3557.68,3597.04,57268404000,6.91E+11
"2021-09-03,五",3602.74,3613.95,3569.4,3581.73,61453235000,7.44E+11
"2021-09-06,一",3580.14,3626.29,3580.14,3621.86,52171328000,6.54E+11
"2021-09-07,二",3621.71,3681.93,3615.14,3676.59,54772188000,6.59E+11
"2021-09-08,三",3673.4,3695.32,3661,3675.19,58643619000,6.74E+11
"2021-09-09,四",3666.82,3693.45,3662.16,3693.13,60481033000,6.79E+11
"2021-09-10,五",3691.19,3722.87,3681.64,3703.11,63520043000,7.59E+11
"2021-09-13,一",3699.25,3716.83,3692.82,3715.37,55748402000,6.96E+11
"2021-09-14,二",3709.63,3723.85,3655.63,3662.6,56495239000,6.94E+11
"2021-09-15,三",3651.16,3677.53,3638.32,3656.22,47497000000,6.04E+11
"2021-09-16,四",3664.84,3677.92,3606.73,3607.09,54674147000,6.74E+11
"2021-09-17,五",3595.27,3620.96,3569.27,3613.97,51685021000,6.29E+11
"2021-09-22,三",3563.21,3629.45,3560.5,3628.49,47229605000,5.60E+11
"2021-09-23,四",3651.27,3670.95,3632.28,3642.22,53499549000,6.33E+11
"2021-09-24,五",3637.87,3651.43,3607.79,3613.07,50730477000,6.07E+11
"2021-09-27,一",3625.96,3640.81,3559.92,3582.83,51080280000,6.41E+11
"2021-09-28,二",3577.89,3610.92,3568.82,3602.22,44416881000,5.00E+11
"2021-09-29,三",3573.52,3573.52,3518.05,3536.29,45251115000,5.11E+11
"2021-09-30,四",3541.93,3572.43,3541.93,3568.17,39562963000,4.46E+11
"2021-10-08,五",3609.09,3612.55,3571.73,3592.17,40716115000,4.93E+11
"2021-10-11,一",3600.36,3614.7,3586.75,3591.71,39436116000,4.69E+11
"2021-10-12,二",3581.3,3583.64,3515.14,3546.94,40539375000,4.62E+11
"2021-10-13,三",3543.49,3569.13,3515.65,3561.76,32505067000,4.05E+11
"2021-10-14,四",3555.11,3569.69,3547.18,3558.28,29496920000,3.78E+11
"2021-10-15,五",3551.99,3578.77,3542.69,3572.37,32029298000,4.26E+11
"2021-10-18,一",3571.05,3571.05,3539.48,3568.14,34095062000,4.56E+11
"2021-10-19,二",3562.3,3596.79,3560.62,3593.15,33419765000,4.40E+11
"2021-10-20,三",3583.24,3596.05,3574.3,3587,34424501000,4.50E+11
"2021-10-21,四",3590.05,3610.96,3576.35,3594.78,35231087000,4.54E+11
"2021-10-22,五",3594.75,3607.58,3578.76,3582.6,35315720000,4.55E+11
"2021-10-25,一",3574.26,3611.09,3564.21,3609.86,32119682000,4.44E+11
"2021-10-26,二",3612.83,3625.02,3589.71,3597.64,33727829000,4.65E+11
"2021-10-27,三",3589.86,3589.86,3553.13,3562.31,35062094000,4.71E+11
"2021-10-28,四",3548.7,3552.04,3509.49,3518.42,37817167000,5.03E+11
"2021-10-29,五",3519.33,3547.34,3502.8,3547.34,35880938000,5.27E+11
"2021-11-01,一",3530.4,3556.59,3519.29,3544.48,38225133000,5.64E+11
"2021-11-02,二",3543.38,3559.05,3477.66,3505.63,41756317000,5.86E+11
"2021-11-03,三",3501.11,3512.61,3480.49,3498.54,30660767000,4.49E+11
"2021-11-04,四",3505.89,3527.95,3503.01,3526.87,31944083000,4.69E+11
"2021-11-05,五",3520.21,3525.87,3491.46,3491.57,35453357000,4.86E+11
"2021-11-08,一",3491.97,3507.27,3484.24,3498.63,29818372000,4.22E+11
"2021-11-09,二",3507.11,3514.95,3489.04,3507,28731599000,4.21E+11
"2021-11-10,三",3498.94,3498.94,3448.44,3492.46,30703071000,4.43E+11
"2021-11-11,四",3486.45,3534.2,3482.83,3532.79,32208796000,4.65E+11
"2021-11-12,五",3534.15,3543.65,3527.39,3539.1,30868335000,4.43E+11
"2021-11-15,一",3542.9,3550.44,3521.29,3533.3,31301761000,4.64E+11
"2021-11-16,二",3530.46,3549.77,3517.81,3521.79,31039991000,4.45E+11
"2021-11-17,三",3518.56,3537.51,3513.52,3537.37,27673567000,4.02E+11
"2021-11-18,四",3531.49,3537.98,3513.11,3520.71,31242693000,4.33E+11
"2021-11-19,五",3519.28,3561.91,3517.65,3560.37,31798998000,4.41E+11
"2021-11-22,一",3562.76,3585.19,3562.75,3582.08,33000939000,5.09E+11
"2021-11-23,二",3580.51,3598.37,3577.36,3589.09,36001159000,5.08E+11
"2021-11-24,三",3590.02,3602.74,3575.29,3592.7,33677525000,4.81E+11
"2021-11-25,四",3593.39,3597.15,3579.53,3584.18,30645152000,4.51E+11
"2021-11-26,五",3576.11,3576.11,3554.88,3564.09,30100007000,4.35E+11
"2021-11-29,一",3528.67,3563.68,3526.36,3562.7,33361833000,4.90E+11
"2021-11-30,二",3570.75,3582.12,3546.36,3563.89,34918794000,4.94E+11
"2021-12-01,三",3561.89,3576.89,3558.69,3576.89,32987352000,4.68E+11
"2021-12-02,四",3573.25,3586.87,3567.14,3573.84,35404152000,4.68E+11
"2021-12-03,五",3576.45,3608.47,3573.21,3607.43,37755105000,4.94E+11
"2021-12-06,一",3615.24,3626.13,3586.81,3589.31,41867674000,5.28E+11
"2021-12-07,二",3611.22,3614.22,3572.57,3595.09,40384259000,5.24E+11
"2021-12-08,三",3602.82,3637.72,3591.99,3637.57,36103666000,4.86E+11
"2021-12-09,四",3641.16,3688.4,3638.7,3673.04,43191816000,5.69E+11
"2021-12-10,五",3654.37,3667.85,3651.35,3666.35,41998880000,5.56E+11
"2021-12-13,一",3686.94,3708.94,3678.06,3681.08,42409201000,5.74E+11
"2021-12-14,二",3669.81,3671.68,3654.66,3661.53,36217193000,4.87E+11
"2021-12-15,三",3655.05,3668.4,3645.24,3647.63,37747767000,4.81E+11
"2021-12-16,四",3648.93,3675.02,3644.66,3675.02,38132951000,4.66E+11
"2021-12-17,五",3670.26,3673.65,3631.66,3632.36,40848784000,4.92E+11
"2021-12-20,一",3620.04,3643.95,3589.36,3593.6,42385141000,4.92E+11
"2021-12-21,二",3591.45,3627.09,3591.45,3625.13,40818435000,4.28E+11
"2021-12-22,三",3632.68,3635.9,3616.55,3622.62,39482518000,4.32E+11
"2021-12-23,四",3625.47,3643.55,3618.05,3643.34,38292573000,4.50E+11
"2021-12-24,五",3645.39,3648.96,3612.07,3618.05,39034763000,4.76E+11
"2021-12-27,一",3613.05,3632.19,3601.94,3615.97,32923529000,4.07E+11
"2021-12-28,二",3619.64,3631.08,3607.36,3630.11,31620224000,4.09E+11
"2021-12-29,三",3630.92,3630.92,3596.32,3597,30513177000,4.10E+11
"2021-12-30,四",3596.49,3628.92,3595.5,3619.19,30783929000,4.14E+11
"2021-12-31,五",3626.24,3642.84,3624.94,3639.78,32968193000,4.33E+11
"2022-01-04,二",3649.15,3651.89,3610.09,3632.33,40502777000,5.10E+11
"2022-01-05,三",3628.26,3628.26,3583.47,3595.18,42390203000,5.39E+11
"2022-01-06,四",3581.22,3594.49,3559.88,3586.08,37154054000,4.74E+11
"2022-01-07,五",3588.99,3607.23,3577.1,3579.54,43630696000,5.03E+11
"2022-01-10,一",3572.74,3593.52,3555.13,3593.52,35622261000,4.43E+11
"2022-01-11,二",3589.9,3602.15,3562.75,3567.44,35976186000,4.41E+11
"2022-01-12,三",3578.16,3599.5,3572.1,3597.43,34313296000,4.36E+11
"2022-01-13,四",3601.03,3601.07,3555.16,3555.26,36936837000,4.57E+11
"2022-01-14,五",3544.07,3548.42,3519.32,3521.26,37693702000,4.63E+11
"2022-01-17,一",3522.09,3546.09,3519.43,3541.67,31288673000,4.38E+11
"2022-01-18,二",3541.89,3579.31,3531.33,3569.91,37714644000,4.71E+11
"2022-01-19,三",3567.63,3578.73,3541.66,3558.18,33323527000,4.21E+11
"2022-01-20,四",3556.23,3576.26,3540.55,3555.06,37950985000,4.60E+11
"2022-01-21,五",3546.75,3547,3514.89,3522.57,32653488000,4.18E+11
"2022-01-24,一",3508.24,3531.61,3500.14,3524.11,28026834000,3.58E+11
"2022-01-25,二",3509.28,3519.83,3433.06,3433.06,32735381000,3.84E+11
"2022-01-26,三",3442.69,3462.12,3417.76,3455.67,27512283000,3.38E+11
"2022-01-27,四",3456.1,3456.36,3392.02,3394.25,28060653000,3.47E+11
"2022-01-28,五",3407.59,3417.05,3356.56,3361.44,29085526000,3.54E+11
"2022-02-07,一",3407.76,3434.03,3407.76,3429.58,32048521000,3.57E+11
"2022-02-08,二",3428.54,3453.19,3390.46,3452.63,36609387000,3.88E+11
"2022-02-09,三",3450.82,3484.74,3444.08,3479.95,35024994000,3.94E+11
"2022-02-10,四",3481.91,3488.86,3464.22,3485.91,35566627000,4.05E+11
"2022-02-11,五",3472.28,3500.15,3459.33,3462.95,36135609000,4.26E+11
"2022-02-14,一",3451.85,3457.26,3415.45,3428.88,31527445000,3.62E+11
"2022-02-15,二",3428.04,3447.49,3421.64,3446.09,27555932000,3.42E+11
"2022-02-16,三",3457.07,3475.06,3453.8,3465.83,27499391000,3.26E+11
"2022-02-17,四",3464.21,3480.97,3454.28,3468.04,29726268000,3.56E+11
"2022-02-18,五",3451.63,3490.76,3447.03,3490.76,29514996000,3.27E+11
"2022-02-21,一",3488.41,3492.2,3471.69,3490.61,30154174000,3.45E+11
"2022-02-22,二",3473.29,3473.39,3437.67,3457.15,32627948000,3.88E+11
"2022-02-23,三",3458.51,3490.76,3458.18,3489.15,32560490000,4.16E+11
"2022-02-24,四",3474.37,3486.98,3400.21,3429.96,48835490000,5.70E+11
"2022-02-25,五",3445.34,3480.18,3440.93,3451.41,37754256000,4.42E+11
"2022-02-28,一",3450.32,3462.31,3425.52,3462.31,34583839000,4.14E+11
"2022-03-01,二",3471.36,3491.13,3465.72,3488.83,32600166000,4.13E+11
"2022-03-02,三",3478.29,3486.62,3467,3484.19,32936768000,3.80E+11
"2022-03-03,四",3495.93,3500.29,3473.34,3481.11,41259429000,4.44E+11
"2022-03-04,五",3459.98,3474.88,3437.7,3447.65,39352658000,4.31E+11
"2022-03-07,一",3438.56,3438.56,3360.74,3372.86,39358900000,4.58E+11
"2022-03-08,二",3372.55,3383.63,3287.34,3293.53,41592677000,4.86E+11
"2022-03-09,三",3303.71,3321.48,3147.68,3256.39,46628557000,5.20E+11
"2022-03-10,四",3312.18,3326.58,3291.24,3296.09,37833638000,4.66E+11
"2022-03-11,五",3259.32,3315.66,3217.42,3309.75,38406713000,4.59E+11
"2022-03-14,一",3271.89,3297.8,3223.53,3223.53,33796869000,4.18E+11
"2022-03-15,二",3192.36,3196.92,3063.97,3063.97,46503716000,5.08E+11
"2022-03-16,三",3107.67,3177.79,3023.3,3170.71,44466719000,5.22E+11
"2022-03-17,四",3215.01,3260.17,3202.93,3215.04,42081346000,5.33E+11
"2022-03-18,五",3207.15,3260.78,3197.36,3251.07,37303561000,4.28E+11
"2022-03-21,一",3255.62,3267.5,3223.39,3253.69,35422849000,4.21E+11
"2022-03-22,二",3249.54,3279.11,3239.53,3259.86,36119616000,4.03E+11
"2022-03-23,三",3264.79,3279.89,3251.98,3271.03,34987537000,4.05E+11
"2022-03-24,四",3256.06,3266.89,3236.66,3250.26,32900665000,3.91E+11
"2022-03-25,五",3247.16,3257.11,3211.64,3212.24,34002001000,3.90E+11
"2022-03-28,一",3185.17,3230.22,3159.83,3214.5,34499487000,3.74E+11
"2022-03-29,二",3216.01,3229.18,3196.46,3203.94,31627365000,3.64E+11
"2022-03-30,三",3217.59,3266.6,3216.3,3266.6,36675368000,4.13E+11
"2022-03-31,四",3256.14,3272.04,3246.06,3252.2,39843993000,4.28E+11
"2022-04-01,五",3234.67,3287.23,3226.3,3282.72,37821046000,4.06E+11
"2022-04-06,三",3269.43,3288.11,3255.69,3283.43,42964278000,4.34E+11
"2022-04-07,四",3267.81,3290.26,3236.48,3236.7,40262666000,3.98E+11
"2022-04-08,五",3239.88,3257.09,3208.35,3251.85,41382680000,4.14E+11
"2022-04-11,一",3239.86,3239.86,3156.51,3167.13,42416019000,4.35E+11
"2022-04-12,二",3165.12,3214.54,3140.9,3213.33,41832192000,4.22E+11
"2022-04-13,三",3199.8,3225.47,3183.53,3186.82,39115693000,3.98E+11
"2022-04-14,四",3203.63,3240,3200.23,3225.64,37124234000,4.01E+11
"2022-04-15,五",3210.7,3229.87,3200.13,3211.24,40784208000,4.13E+11
"2022-04-18,一",3185.94,3204.03,3166.98,3195.52,34736512000,3.66E+11
"2022-04-19,二",3192.09,3207.83,3174.71,3194.03,33994410000,3.63E+11
"2022-04-20,三",3189.89,3191.83,3142.05,3151.05,36204704000,3.74E+11
"2022-04-21,四",3138.43,3160.9,3069.68,3079.81,39193469000,3.97E+11
"2022-04-22,五",3058.4,3105.66,3049.36,3086.92,34200056000,3.49E+11
"2022-04-25,一",3034.27,3043.82,2928.51,2928.51,43360611000,4.27E+11
"2022-04-26,二",2930.45,2957.68,2878.26,2886.43,40161515000,3.96E+11
"2022-04-27,三",2866.82,2959.18,2863.65,2958.28,42306019000,4.23E+11
"2022-04-28,四",2945.81,2991.51,2936.79,2975.48,37537178000,3.89E+11
"2022-04-29,五",2986.06,3048.49,2968.33,3047.06,42393279000,4.40E+11
"2022-05-05,四",3044.85,3082.23,3042.12,3067.76,38307288000,4.09E+11
"2022-05-06,五",3011.32,3030.69,2992.72,3001.56,34326422000,3.46E+11
"2022-05-09,一",2990.2,3015.94,2983.61,3004.14,29206156000,3.00E+11
"2022-05-10,二",2965.78,3043.78,2957.4,3035.84,37066098000,3.84E+11
"2022-05-11,三",3035.39,3100.9,3034.67,3058.7,42399191000,4.73E+11
"2022-05-12,四",3044.8,3072.16,3032.95,3054.99,34444048000,3.69E+11
"2022-05-13,五",3068.03,3086.1,3059.25,3084.28,33173785000,3.41E+11
"2022-05-16,一",3100.55,3102.58,3063.4,3073.75,33810849000,3.49E+11
"2022-05-17,二",3076.5,3093.7,3057.64,3093.7,33035654000,3.52E+11
"2022-05-18,三",3095.89,3105.84,3071.31,3085.98,31503792000,3.39E+11
"2022-05-19,四",3046.71,3096.96,3042.67,3096.96,33660075000,3.60E+11
"2022-05-20,五",3107.09,3146.57,3107.09,3146.57,37233664000,4.15E+11
"2022-05-23,一",3150.49,3150.51,3127.9,3146.86,35337633000,3.81E+11
"2022-05-24,二",3149.06,3153.13,3070.93,3070.93,41631216000,4.39E+11
"2022-05-25,三",3070.17,3107.63,3069.95,3107.46,34225923000,3.42E+11
"2022-05-26,四",3111.48,3133.28,3079.48,3123.11,37030552000,3.77E+11
"2022-05-27,五",3135.03,3151.05,3112.54,3130.24,35946387000,3.73E+11
"2022-05-30,一",3141.96,3150.89,3123.15,3149.06,34936229000,3.77E+11
"2022-05-31,二",3149.94,3188.6,3142,3186.43,37452327000,4.33E+11
"2022-06-01,三",3179.69,3190.61,3160.04,3182.16,36566443000,4.02E+11
"2022-06-02,四",3170.31,3197.28,3163.76,3195.46,36177063000,4.14E+11
"2022-06-06,一",3196.96,3237.07,3181.65,3236.37,42202784000,5.17E+11
"2022-06-07,二",3235.42,3253.09,3222.64,3241.76,40220322000,4.82E+11
"2022-06-08,三",3245.02,3266.63,3216.01,3263.79,43418327000,5.08E+11
"2022-06-09,四",3259.49,3270.56,3223.48,3238.95,42272837000,4.68E+11
"2022-06-10,五",3214.18,3286.62,3210.81,3284.83,43986573000,5.04E+11
"2022-06-13,一",3256.28,3272.99,3229.31,3255.55,43857831000,5.12E+11
"2022-06-14,二",3224.21,3289.13,3195.82,3288.91,45038819000,5.14E+11
"2022-06-15,三",3289.1,3358.55,3288.85,3305.41,55058413000,6.22E+11
"2022-06-16,四",3306.84,3319.69,3277.53,3285.38,43322087000,5.06E+11
"2022-06-17,五",3265.51,3323.28,3262.89,3316.79,39530070000,4.97E+11
"2022-06-20,一",3315.78,3333.9,3292.93,3315.43,41346041000,5.28E+11
"2022-06-21,二",3313.79,3329.39,3279.83,3306.72,39445689000,4.72E+11
"2022-06-22,三",3309.12,3311.02,3266.54,3267.2,37552978000,4.41E+11
"2022-06-23,四",3269.05,3320.15,3262.29,3320.15,40061421000,4.74E+11
"2022-06-24,五",3324.74,3356.71,3322.95,3349.75,39081973000,5.10E+11
