时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"2005-09-30,五",1156.77,1158.7,1150.63,1155.61,1541468100,6959506600
"2005-10-10,一",1153.67,1153.67,1137.29,1138.95,1344934200,5461397800
"2005-10-11,二",1137.95,1157.3,1133.9,1157.19,1609576700,6399253800
"2005-10-12,三",1157.48,1165.67,1152.25,1161.85,2309772000,9335207400
"2005-10-13,四",1162.02,1165.36,1152.09,1152.61,2129005000,8600493400
"2005-10-14,五",1152.37,1154.32,1135.51,1139.55,1791152300,7740778300
"2005-10-17,一",1138.38,1138.38,1121.97,1131.38,1706555000,7421971600
"2005-10-18,二",1131.26,1142.04,1129.67,1141.2,2047931300,9264639100
"2005-10-19,三",1141.05,1150.59,1132.48,1134.61,2150505700,9088381800
"2005-10-20,四",1133.45,1136.31,1119.38,1135.95,2047415500,8498979200
"2005-10-21,五",1135.61,1145.99,1132.36,1141.32,1912278400,8653627100
"2005-10-24,一",1141.33,1143.46,1133.92,1141.17,1828877300,8118828900
"2005-10-25,二",1140.17,1140.17,1121.29,1121.92,1877463400,8050067300
"2005-10-26,三",1119.43,1119.43,1094.57,1097.16,2159379600,8706265900
"2005-10-27,四",1093.93,1101.27,1087.48,1097.78,1929975200,8081971100
"2005-10-28,五",1097.59,1102.02,1067.41,1080.87,1998898400,8018876000
"2005-10-31,一",1079.04,1096.15,1078.29,1092.82,1768646700,6516479200
"2005-11-01,二",1091.68,1094.15,1074.3,1089.95,1735150400,6325525500
"2005-11-02,三",1090,1108.88,1090,1104.79,2233936600,8157757300
"2005-11-03,四",1104.59,1111.44,1090.82,1095.27,2036658700,7510888300
"2005-11-04,五",1094.26,1100.43,1087.85,1100.05,1733923300,5950850800
"2005-11-07,一",1099.53,1100.95,1089.83,1100.65,1397008600,5464935400
"2005-11-08,二",1099.94,1111.12,1092.54,1110.15,2196800300,6723296300
"2005-11-09,三",1110.55,1117.06,1107.64,1108.15,2700955900,7503735500
"2005-11-10,四",1106.94,1106.94,1086.1,1088.3,2332437100,7112323800
"2005-11-11,五",1085.69,1094.31,1078.58,1090.2,1603178500,5378455700
"2005-11-14,一",1089.56,1089.71,1083.02,1088.65,1290005980,3894572800
"2005-11-15,二",1088.51,1099.03,1082.51,1087.51,1483947500,5351842100
"2005-11-16,三",1086.83,1096.3,1075.43,1095.89,1513548200,5363158600
"2005-11-17,四",1094.88,1098.68,1090.36,1095.31,1196180240,5135462800
"2005-11-18,五",1095.52,1122.61,1093.53,1117,2248062900,9760979000
"2005-11-21,一",1117.78,1122.88,1114.24,1119.94,1554318300,6496171900
"2005-11-22,二",1119.69,1119.69,1098.49,1098.66,1464680400,5958941100
"2005-11-23,三",1096.56,1106.48,1093.95,1105.75,1260140670,4988739500
"2005-11-24,四",1105.34,1117.94,1103.76,1113.37,1714095700,7054042700
"2005-11-25,五",1113.28,1115.08,1107.21,1114.92,1550914900,6240716700
"2005-11-28,一",1113.83,1119.35,1106.94,1110.82,1285240800,5410846100
"2005-11-29,二",1109.57,1110.31,1095.55,1096.99,1187993880,4850380700
"2005-11-30,三",1095.3,1099.58,1090.72,1099.26,1087597510,4617599400
"2005-12-01,四",1098.78,1104.56,1094.44,1098.75,893211920,4050471400
"2005-12-02,五",1099.76,1102.76,1089.56,1094.29,1063697400,4672796700
"2005-12-05,一",1093.1,1093.1,1077.41,1079.2,1122496580,4817780000
"2005-12-06,二",1077.58,1089.59,1074.01,1087.79,1105274520,4877157900
"2005-12-07,三",1087.74,1100.05,1086.73,1099.62,1038938290,4594163200
"2005-12-08,四",1100.69,1106.34,1092.99,1098.32,1039867630,4671671000
"2005-12-09,五",1097.52,1114.58,1094.74,1113.48,1348701000,6071546900
"2005-12-12,一",1115.75,1118.53,1109.08,1116.37,1194463730,5462027500
"2005-12-13,二",1115.77,1119.42,1106.75,1117.85,1137609210,5192940000
"2005-12-14,三",1117.47,1127.63,1110.21,1125.39,1502212400,7022886800
"2005-12-15,四",1125.67,1134.85,1121.56,1123.56,1682425900,7606544000
"2005-12-16,五",1122.73,1127.94,1118.94,1127.51,1261077710,5810025300
"2005-12-19,一",1127.84,1134.5,1123.5,1131.75,1222867870,5214816900
"2005-12-20,二",1131.8,1136.39,1126.99,1136.34,1171271050,5224166600
"2005-12-21,三",1135.98,1142.39,1128.94,1130.76,1229232280,5550112800
"2005-12-22,四",1129.56,1136,1125.95,1135.24,1112149700,5187955100
"2005-12-23,五",1135.71,1144.94,1135.07,1144.87,1447255300,6620143400
"2005-12-26,一",1145.77,1159.78,1145.34,1156.82,1865313300,8583105000
"2005-12-27,二",1157.49,1158.16,1149.85,1154.29,1567388300,7091742300
"2005-12-28,三",1155.12,1157.2,1149.27,1157.03,1468027500,6585027600
"2005-12-29,四",1157.51,1169.87,1157.51,1169.86,2180339800,10681224300
"2005-12-30,五",1171.58,1173.06,1158.97,1161.06,2002793400,10196713800
"2006-01-04,三",1163.88,1181,1161.91,1180.96,2325852400,11970425000
"2006-01-05,四",1183.31,1197.84,1180.45,1197.27,2948447800,14767201000
"2006-01-06,五",1198.81,1215.54,1191.61,1209.42,3434285500,17130467000
"2006-01-09,一",1210.32,1217.31,1205.25,1215.67,2870665100,14206400000
"2006-01-10,二",1215.85,1220.76,1203.65,1220.62,2679454600,13496372000
"2006-01-11,三",1219.81,1223.56,1204.04,1211.05,3063146300,15082314000
"2006-01-12,四",1208.77,1227.3,1205.28,1226.7,2701891500,12903535200
"2006-01-13,五",1228.16,1231.22,1214.88,1221.46,2770857700,13205628800
"2006-01-16,一",1221.11,1221.39,1202.59,1202.87,2527431700,11984845900
"2006-01-17,二",1200.26,1209.02,1198.84,1208.44,1972646200,9452655600
"2006-01-18,三",1207.53,1234.53,1206.36,1233.35,2666785400,12458427100
"2006-01-19,四",1235.08,1251.96,1230.85,1251.58,3361774900,15371377000
"2006-01-20,五",1251.41,1258.7,1247.21,1255.31,3320392300,16220854000
"2006-01-23,一",1254.78,1257.35,1244.27,1255.77,2902865900,14114136000
"2006-01-24,二",1256.01,1262.09,1247.01,1252.06,2967142100,15779296000
"2006-01-25,三",1251.27,1260.17,1245.92,1258.05,2655865900,13682169000
"2006-02-06,一",1263,1287.67,1263,1287.63,2917748100,14910754000
"2006-02-07,二",1289.45,1297.4,1270.4,1282.1,3840474100,19670593000
"2006-02-08,三",1282.12,1291.74,1276.02,1290.06,3285729800,16340287000
"2006-02-09,四",1288.97,1288.97,1266.81,1269.45,2907909100,14199096000
"2006-02-10,五",1269.54,1284.1,1266.23,1282.66,2631421100,13158590200
"2006-02-13,一",1283.78,1284.95,1267.56,1279.64,2613177200,12998010700
"2006-02-14,二",1279.63,1286.42,1275.85,1286.33,2254170400,11114639600
"2006-02-15,三",1289.14,1300.99,1288.64,1299.17,3014790300,14778787000
"2006-02-16,四",1298.5,1298.5,1268.56,1270.63,3235260600,15711529000
"2006-02-17,五",1269.4,1280.04,1265.14,1267.41,2590306200,12612954500
"2006-02-20,一",1268.11,1279.42,1265.38,1267.54,2154279700,10469048100
"2006-02-21,二",1266.65,1288.55,1256.81,1288.42,2665902100,12932889800
"2006-02-22,三",1288.85,1297.94,1282.91,1284.23,2851784100,13583894000
"2006-02-23,四",1284.13,1289.94,1273.94,1288.85,2287504700,10638933700
"2006-02-24,五",1289.43,1297.34,1286.96,1296.87,2357814700,11377200900
"2006-02-27,一",1297.69,1304.61,1293.47,1297.19,2681978400,13278273100
"2006-02-28,二",1294.81,1299.47,1277.74,1299.03,2364742200,11698977800
"2006-03-01,三",1299.15,1308.2,1297.76,1306.59,2364067400,11713886600
"2006-03-02,四",1306.59,1307.64,1281.57,1285.67,2844572800,14619800000
"2006-03-03,五",1284.61,1295.41,1275.62,1293.3,2492544300,12505595000
"2006-03-06,一",1292.75,1296.85,1286.64,1288.96,2032958200,9697600000
"2006-03-07,二",1288.26,1288.26,1257.54,1259.92,2265344400,10611752900
"2006-03-08,三",1256.69,1258.24,1238.16,1250.38,1984157300,9328367100
"2006-03-09,四",1247.46,1253.76,1242.68,1245.17,1538593100,7572686300
"2006-03-10,五",1245.19,1253.91,1240.75,1245.65,1409562600,7034995100
"2006-03-13,一",1245.3,1260.07,1245.3,1259.67,1377515300,6762688300
"2006-03-14,二",1260.42,1262.75,1250.28,1259.04,1487571100,7156890100
"2006-03-15,三",1259.23,1275.52,1258.15,1274.81,1845126300,9402430200
"2006-03-16,四",1274.62,1277.19,1270.83,1274.19,1832269800,9294380300
"2006-03-17,五",1273.01,1276.63,1265.61,1269.46,1875480400,9258870700
"2006-03-20,一",1269.58,1288.97,1264.41,1288.42,2029717400,9830202700
"2006-03-21,二",1288.56,1297.61,1285.43,1290.4,2434568600,12044252200
"2006-03-22,三",1289.46,1296.91,1281.13,1296.71,2233009000,10977859900
"2006-03-23,四",1296.19,1302.79,1289.53,1302.46,2546540700,12667480300
"2006-03-24,五",1302.14,1308.06,1293.3,1294.7,2442393500,12420500900
"2006-03-27,一",1296.07,1296.59,1283.68,1295.92,2061324600,10310244100
"2006-03-28,二",1295.76,1302.65,1293,1298.79,2501182500,11798730400
"2006-03-29,三",1299.38,1313.13,1296.59,1305.57,3415223600,17299640000
"2006-03-30,四",1305.84,1308.5,1293.83,1294.72,2603882600,13523584000
"2006-03-31,五",1291.52,1298.75,1285.73,1298.3,2663685700,13957859000
"2006-04-03,一",1298.68,1319.48,1298.68,1319.47,3280466800,17513531000
"2006-04-04,二",1319.84,1330.11,1315.33,1329.8,3713405000,19932253000
"2006-04-05,三",1330.56,1341.5,1326.53,1340.16,3776319700,20009046000
"2006-04-06,四",1341.74,1348.52,1336.14,1339.74,4171507500,22006609000
"2006-04-07,五",1340.65,1345.29,1330.51,1342.97,4066605500,20781669000
"2006-04-10,一",1344.24,1359.41,1339.52,1359.08,4141542800,20511655000
"2006-04-11,二",1360.98,1366.52,1350.32,1362.23,4387040700,22753839000
"2006-04-12,三",1361.74,1364.69,1355.66,1360.13,3712907200,18649703000
"2006-04-13,四",1359.28,1364.32,1331.68,1332.33,4129905400,20205465000
"2006-04-14,五",1330.1,1360.09,1328.44,1359.54,3787121900,17964278000
"2006-04-17,一",1360.64,1383.65,1353.4,1378.61,4221976000,20238073000
"2006-04-18,二",1379.81,1391.38,1370.15,1385.11,3678518100,18176065000
"2006-04-19,三",1389.13,1399.55,1378.8,1396.7,4057816200,21447388000
"2006-04-20,四",1398.1,1404.19,1376.96,1385.9,4330328700,23759758000
"2006-04-21,五",1385.92,1419.89,1383.45,1416.79,4556910300,24823370000
"2006-04-24,一",1423.41,1429.06,1402.27,1409.79,5201580300,28552131000
"2006-04-25,二",1405.9,1409.27,1386.13,1399.77,4324883500,24511654000
"2006-04-26,三",1399.07,1426.63,1397.35,1417.48,4841064800,27897759000
"2006-04-27,四",1418.9,1424.47,1407.14,1416.73,3760844300,21064881000
"2006-04-28,五",1403.52,1444.71,1389.35,1440.22,4456204300,25076312000
"2006-05-08,一",1446.99,1497.2,1446.99,1497.1,5162065400,29260804000
"2006-05-09,二",1503.24,1532.75,1497.99,1531.16,6468390300,36327086000
"2006-05-10,三",1537.56,1554.03,1518.34,1545.69,6271709500,35931317000
"2006-05-11,四",1547.56,1583.76,1536.29,1537.38,7321833400,42935467000
"2006-05-12,五",1532.88,1603.21,1531.23,1602.83,6839375200,41492555000
"2006-05-15,一",1616.26,1664.94,1606.57,1664.09,8772527000,52436501000
"2006-05-16,二",1658.69,1678.6,1604.78,1613.25,8827504000,53444626000
"2006-05-17,三",1613.23,1640.7,1592.19,1625.15,7097998700,42970463000
"2006-05-18,四",1611.66,1630.07,1582.96,1617.28,6058510600,35559097000
"2006-05-19,五",1620.21,1664.61,1610.04,1659.55,7708629000,41434527000
"2006-05-22,一",1656.75,1674.22,1646.68,1657.69,7725887200,43695717000
"2006-05-23,二",1647.96,1648.53,1597.1,1604.55,6990008500,38919582000
"2006-05-24,三",1609.74,1634.59,1562.39,1590.92,5727043100,32875831000
"2006-05-25,四",1585.47,1598.56,1563.86,1591.43,4104937100,23023859000
"2006-05-26,五",1596.57,1614.55,1593.09,1613.89,4372253200,24308642000
"2006-05-29,一",1622.11,1648.84,1609.01,1648.54,5171516800,29314321000
"2006-05-30,二",1654.98,1663.93,1634.9,1657.29,5308773300,31990664000
"2006-05-31,三",1656.28,1667.23,1628.68,1641.3,5701597800,33089439000
"2006-06-01,四",1639.67,1684.71,1635.75,1684.2,6784386300,38465780000
"2006-06-02,五",1688.78,1695.58,1659.14,1669.4,7814469000,44915922000
"2006-06-05,一",1669.24,1685.29,1639.68,1684.62,6729777000,36276144000
"2006-06-06,二",1681.22,1692.83,1672.81,1679.13,5842296000,32173005000
"2006-06-07,三",1678.24,1678.24,1588.97,1589.55,6508531600,37192981000
"2006-06-08,四",1576.44,1596.12,1540.93,1591.49,5457687200,30237702000
"2006-06-09,五",1583.96,1594.44,1550.2,1551.38,4700391700,25969107000
"2006-06-12,一",1540.22,1566.45,1529.5,1552.8,3149627300,18350032000
"2006-06-13,二",1552.1,1570.1,1532.06,1548.49,3245068200,18252967000
"2006-06-14,三",1540.64,1540.64,1512.52,1531.33,3243810200,17489724000
"2006-06-15,四",1531.25,1551.3,1528.23,1533.98,2847339800,15749530000
"2006-06-16,五",1540.19,1574.48,1540.19,1574.47,3357261200,18773707000
"2006-06-19,一",1559.98,1591.85,1544.93,1586.29,3556204600,20635199000
"2006-06-20,二",1583.87,1592.83,1572.58,1592.33,3553711000,20658724000
"2006-06-21,三",1590.61,1617.71,1570.08,1598.12,3970587900,22426544000
"2006-06-22,四",1593.1,1605.25,1587.8,1596.07,3246588800,18310093000
"2006-06-23,五",1594.49,1608.11,1582.02,1605.71,3502677700,20932009000
"2006-06-26,一",1607.79,1635.8,1607.79,1633.45,3949925000,23927245000
"2006-06-27,二",1636.7,1642.57,1627.59,1639.55,3645178400,21481437000
"2006-06-28,三",1638.23,1642.35,1627.07,1639.29,3322060100,18652269000
"2006-06-29,四",1641.93,1672.1,1641.93,1671.62,5179900700,29018734000
"2006-06-30,五",1679.72,1690.95,1662.28,1672.21,4983707600,28588342000
"2006-07-03,一",1677.31,1697.83,1670.02,1697.28,4863659100,28446545000
"2006-07-04,二",1700.32,1702.66,1670.13,1681.55,5431649200,32718658000
"2006-07-05,三",1755.22,1757.47,1703.59,1718.56,6072080600,32521556000
"2006-07-06,四",1715.28,1742.2,1711.65,1741.47,5006266900,29786950000
"2006-07-07,五",1746.52,1750.03,1724.68,1730.19,4943012700,29559549000
"2006-07-10,一",1730.7,1737.03,1715.83,1734.33,3904952600,23793270000
"2006-07-11,二",1736.99,1746.72,1725.23,1745.81,4008545000,24372507000
"2006-07-12,三",1745.88,1753.28,1738,1740,4878589000,30494774000
"2006-07-13,四",1736.21,1737.6,1654.49,1655.77,6747158900,39610592000
"2006-07-14,五",1641.14,1676.75,1633.9,1665.21,4158780400,24614810000
"2006-07-17,一",1662.05,1684.34,1653.6,1682.89,3220393300,19821153000
"2006-07-18,二",1682.36,1684.67,1666.31,1684.25,3140535400,18528216000
"2006-07-19,三",1681.77,1681.77,1637.49,1645.16,3505982900,20603536000
"2006-07-20,四",1642.62,1658.05,1636.26,1655.12,2866119700,16518086000
"2006-07-21,五",1653.81,1669.29,1653.51,1665.33,2996048800,16664622000
"2006-07-24,一",1648.75,1667.62,1632.69,1665.94,3118400800,17329901000
"2006-07-25,二",1668.14,1690.61,1668.14,1685.46,3423780100,19580630000
"2006-07-26,三",1688.54,1691.43,1675.66,1686.65,3116721900,17543497000
"2006-07-27,四",1685.35,1701.61,1665.39,1675.17,3620183100,20668131000
"2006-07-28,五",1674.43,1678.53,1646.35,1662.03,3326896800,18805265000
"2006-07-31,一",1659.54,1659.54,1611.16,1612.73,3365448500,19558733000
"2006-08-01,二",1619.64,1625.04,1596.66,1600.61,3231066000,17900862000
"2006-08-02,三",1598.76,1608.78,1577.9,1600.87,2786576200,15048503000
"2006-08-03,四",1599.75,1609.43,1587.12,1601.06,2082229200,11909137000
"2006-08-04,五",1601.61,1612.1,1567.25,1570.15,2586705400,14401225000
"2006-08-07,一",1561.8,1570.05,1541.41,1547.44,2409920600,12761218100
"2006-08-08,二",1547.91,1581.75,1547.91,1580.58,2338299700,12314675800
"2006-08-09,三",1581.8,1585.17,1571.71,1578.57,2163603600,11468884400
"2006-08-10,四",1578.35,1606.94,1577.86,1606.07,2632313600,13871479000
"2006-08-11,五",1605.6,1610.76,1596.22,1605.93,2345146600,12306050000
"2006-08-14,一",1605.2,1611.66,1566.72,1570.74,2565504900,13783639000
"2006-08-15,二",1568.27,1596.65,1564.4,1595.66,2025921400,10942039800
"2006-08-16,三",1596.06,1616.45,1591.86,1616.41,2856399700,15316278000
"2006-08-17,四",1612.41,1612.41,1592.85,1603.33,2339190400,12166972200
"2006-08-18,五",1601.57,1614.37,1596.56,1598.02,2397424700,11727798600
"2006-08-21,一",1565.46,1602.13,1558.1,1601.15,2337431700,11999189700
"2006-08-22,二",1601.52,1619.07,1598.78,1613.36,2670121000,15163018000
"2006-08-23,三",1614.39,1621.4,1608.74,1612.4,2721290600,15455406000
"2006-08-24,四",1612.7,1623.17,1601.89,1623.02,2506129700,13593692000
"2006-08-25,五",1622.48,1630.05,1619.73,1623.03,2782161300,15295238000
"2006-08-28,一",1627.12,1651.29,1624.28,1650.44,3934124200,21633007000
"2006-08-29,二",1652.67,1667.53,1649.59,1651.02,4805041000,27063623000
"2006-08-30,三",1648.35,1656.23,1640.28,1655.2,3144285700,17230948000
"2006-08-31,四",1655.9,1661.47,1650,1658.64,3513501500,19087552000
"2006-09-01,五",1658.66,1660.52,1634.03,1636.69,3595457400,19724461000
"2006-09-04,一",1635.33,1657.69,1635.12,1657.52,3309342500,17623874000
"2006-09-05,二",1659.74,1669.9,1657.05,1664.08,4053349300,21946288000
"2006-09-06,三",1665.13,1672.26,1656.86,1672.12,3357962200,18255683000
"2006-09-07,四",1683.78,1683.89,1655.41,1661.19,3152275300,17524649000
"2006-09-08,五",1659.7,1671.31,1658.67,1667.98,2655202800,14102795000
"2006-09-11,一",1668.16,1675.09,1653.01,1674.97,3059052800,16797589000
"2006-09-12,二",1675.2,1699.59,1673.44,1695.86,3739045200,19830545000
"2006-09-13,三",1695.35,1713.99,1687.05,1689.39,4304569100,22716904000
"2006-09-14,四",1689.63,1696.62,1672.88,1689.69,3388825700,18576806000
"2006-09-15,五",1689.61,1722.66,1689.51,1721.05,4703230700,24114644000
"2006-09-18,一",1727.92,1733.41,1719.16,1732.99,4484004700,23708204000
"2006-09-19,二",1735.3,1743.02,1728.29,1735.24,4345533000,23210633000
"2006-09-20,三",1733.64,1737.73,1720.84,1732.45,3883657100,20820855000
"2006-09-21,四",1731.59,1743.63,1731.22,1740.9,3953314500,21484098000
"2006-09-22,五",1744.61,1746.62,1724.1,1725.36,4477782700,25509820000
"2006-09-25,一",1722.74,1732.28,1709.77,1722.37,4016809300,22960247000
"2006-09-26,二",1720.78,1721.58,1704.77,1712.64,3313452900,18519170000
"2006-09-27,三",1711.51,1725.5,1709.77,1725.04,2924715700,16391910000
"2006-09-28,四",1725.52,1740.79,1722.22,1736.96,3397985700,19916525000
"2006-09-29,五",1740.06,1755.69,1740.06,1752.42,4123628500,23462273000
"2006-10-09,一",1768.14,1786.11,1763.11,1785.39,5293514200,29082449000
"2006-10-10,二",1784.22,1793.14,1771.86,1784.86,5513649200,31459190000
"2006-10-11,三",1784.52,1792.76,1771.02,1790.1,4928388200,26310183000
"2006-10-12,四",1790.63,1792.24,1774.14,1778.18,5316904600,28132397000
"2006-10-13,五",1776.51,1792.87,1773.23,1784.66,4253984100,23393102000
"2006-10-16,一",1787.7,1789.18,1766.31,1771.3,4676616000,24779036000
"2006-10-17,二",1768.63,1777.6,1758.31,1763.9,3926234300,21755132000
"2006-10-18,三",1762.4,1787.74,1760.88,1787.19,3681056300,20404556000
"2006-10-19,四",1788.58,1799.29,1784.35,1792.25,4149060600,22721449000
"2006-10-20,五",1792.6,1801.33,1786.34,1790.36,4146159900,23549793000
"2006-10-23,一",1789.65,1797.43,1753.49,1759.39,4444108500,24576748000
"2006-10-24,二",1756.46,1805.27,1756.46,1805.18,3991120600,22516170000
"2006-10-25,三",1807.03,1825.61,1789.91,1806.65,4451225900,25910017000
"2006-10-26,四",1804.89,1816.76,1791.95,1810.65,4873708100,25537889000
"2006-10-27,五",1836.21,1842.73,1803.22,1807.18,7374892300,34485707000
"2006-10-30,一",1804.37,1815.61,1788.29,1809.66,4533594300,23152813000
"2006-10-31,二",1811.47,1839.32,1811.47,1837.99,4655713500,24779224000
"2006-11-01,三",1838.68,1855.89,1833.2,1855.71,4778352600,27078206000
"2006-11-02,四",1856.92,1857.15,1834.84,1851.31,5174172400,28282302000
"2006-11-03,五",1851.4,1873.66,1850.15,1866.36,4986072000,26789660000
"2006-11-06,一",1853.19,1886.52,1846.01,1886.31,4954451700,27619541000
"2006-11-07,二",1889.53,1897.41,1862.93,1889.53,5484907400,31760892000
"2006-11-08,三",1885.86,1886.26,1865.22,1866.82,3777045300,22090043000
"2006-11-09,四",1860.95,1899.1,1858.6,1896.48,4409618200,25651081000
"2006-11-10,五",1896.93,1920.18,1870.96,1883.35,6280942600,34716751000
"2006-11-13,一",1878.7,1905.9,1852.1,1863.77,5001672900,27755542000
"2006-11-14,二",1868.17,1888.43,1841.82,1888.24,4318802800,23697796000
"2006-11-15,三",1888.54,1923.14,1878.7,1922.94,4668244100,26782036000
"2006-11-16,四",1930.93,1976.05,1926.72,1941.55,6398356500,34948670000
"2006-11-17,五",1934.64,1972.61,1925.15,1971.79,4941874000,27537479000
"2006-11-20,一",1977.53,2018,1977.53,2017.28,5914690000,33369678000
"2006-11-21,二",2013.07,2037.74,1988.93,2037.55,5389407500,32648156000
"2006-11-22,三",2031.3,2062.8,2010.79,2041.36,6488166900,39066635000
"2006-11-23,四",2045.08,2071.24,2042.15,2062.36,6072194500,34778737000
"2006-11-24,五",2051.47,2057.91,2022.63,2050.81,6123207900,36224819000
"2006-11-27,一",2042.19,2049.54,2022.38,2047.28,5784003000,35582112000
"2006-11-28,二",2042.38,2051.49,2016.47,2038.72,5507063800,33574996000
"2006-11-29,三",2005.99,2059.73,1992.54,2054.09,5600227900,34340079000
"2006-11-30,四",2058.77,2102.06,2058.77,2099.29,7277973100,44083104000
"2006-12-01,五",2106.3,2112.58,2087.6,2102.05,7617896300,48697920000
"2006-12-04,一",2103.82,2164.59,2100.56,2161.65,8723279000,53276474000
"2006-12-05,二",2167.36,2195.53,2159.32,2173.29,8815717000,55124102000
"2006-12-06,三",2175.38,2192.9,2097.42,2156.6,10434780700,62689425000
"2006-12-07,四",2152.59,2206.51,2145.79,2156.75,9927876600,59313113000
"2006-12-08,五",2133.36,2164.02,2090.4,2093.64,8088971900,47201607000
"2006-12-11,一",2085.06,2181.16,2084.27,2180.5,6267601700,37029535000
"2006-12-12,二",2189.69,2228.64,2180.37,2218.95,7019177500,42334761000
"2006-12-13,三",2224.43,2244.41,2195.64,2223.46,5749274800,36314222000
"2006-12-14,四",2226,2250.32,2212.91,2249.11,5843931900,37212845000
"2006-12-15,五",2255.24,2275.49,2241.2,2273.91,6061194800,40412388000
"2006-12-18,一",2277.28,2335.23,2277.28,2332.43,7825219200,52385973000
"2006-12-19,二",2342.18,2381.63,2315.99,2364.18,8705492700,56275481000
"2006-12-20,三",2356.26,2381.13,2332.93,2373.21,7829893500,49596491000
"2006-12-21,四",2372.46,2386.82,2339.91,2342.94,8318255000,53018987000
"2006-12-22,五",2334.27,2366.69,2321.92,2343.67,7048461900,46072199000
"2006-12-25,一",2350.13,2452.43,2350.13,2435.76,7393944900,47815717000
"2006-12-26,二",2437.85,2505.7,2424.94,2479.73,7226149100,44811517000
"2006-12-27,三",2478.06,2538.66,2461.07,2536.39,7211821800,45140881000
"2006-12-28,四",2538.95,2611.79,2530.33,2567.59,7871894000,50519293000
"2006-12-29,五",2585.42,2698.9,2585.42,2675.47,8676901100,59092790000
"2007-01-04,四",2728.19,2847.61,2684.82,2715.72,12015602000,83945528000
"2007-01-05,五",2668.58,2685.8,2617.02,2641.33,10615562400,70128701000
"2007-01-08,一",2621.07,2708.44,2620.63,2707.2,10681324300,72165879000
"2007-01-09,二",2711.05,2809.39,2691.36,2807.8,11075126600,86221973000
"2007-01-10,三",2838.11,2841.74,2770.99,2825.58,11176936500,79050663000
"2007-01-11,四",2819.37,2841.18,2763.89,2770.11,12159871700,83986726000
"2007-01-12,五",2745.32,2782.03,2652.58,2668.11,10730376700,73434040000
"2007-01-15,一",2660.07,2795.33,2658.88,2794.7,9176156100,66939480000
"2007-01-16,二",2818.66,2830.8,2757.21,2821.02,11117857400,83325769000
"2007-01-17,三",2828.4,2870.42,2742.59,2778.9,12737748000,96777586000
"2007-01-18,四",2760.94,2784.04,2679.71,2756.98,11231395500,84133817000
"2007-01-19,五",2761.89,2833.45,2761.89,2832.21,12206189300,89644076000
"2007-01-22,一",2857.9,2934.65,2857.9,2933.19,13857608000,1.03E+11
"2007-01-23,二",2964.69,2970.69,2851.92,2949.14,14279179000,1.09E+11
"2007-01-24,三",2955.42,2994.28,2927.72,2975.13,12205679000,97516182000
"2007-01-25,四",2946.5,2947.15,2853.82,2857.36,11719721400,92960236000
"2007-01-26,五",2805.96,2905.98,2720.83,2882.56,10959913000,84624396000
"2007-01-29,一",2897.25,2954.34,2885.86,2945.26,11206790500,89180333000
"2007-01-30,二",2959.4,2980.51,2901.76,2930.56,11193172000,87664383000
"2007-01-31,三",2926.08,2929.65,2766.75,2786.34,11426597000,86136968000
"2007-02-01,四",2744.81,2801.69,2706.29,2785.43,9344353100,69672869000
"2007-02-02,五",2791.49,2796.44,2666.86,2673.21,8544623500,65092192000
"2007-02-05,一",2658.07,2672.35,2610.33,2612.54,6922451100,54541808000
"2007-02-06,二",2612.84,2677.04,2541.53,2675.7,8662994900,68761575000
"2007-02-07,三",2688.96,2745.39,2681.33,2716.18,9488376400,77315160000
"2007-02-08,四",2725.14,2751.16,2691.27,2737.73,8843429400,69597596000
"2007-02-09,五",2741.48,2747.94,2704.36,2730.39,8087443800,62974673000
"2007-02-12,一",2729.84,2807.51,2728.78,2807.17,7900940300,63455731000
"2007-02-13,二",2819.14,2835.09,2801.31,2831.87,7900167000,62209741000
"2007-02-14,三",2836.82,2915.06,2823.38,2905.09,9404455400,74326325000
"2007-02-15,四",2923.67,2994.62,2923.67,2993.01,10883117600,86918918000
"2007-02-16,五",3018.18,3036.35,2975.83,2998.47,11792172100,94064924000
"2007-02-26,一",2999.09,3041.34,2960.75,3040.6,11205699100,91054567000
"2007-02-27,二",3048.83,3049.77,2763.4,2771.79,16137566000,1.29E+11
"2007-02-28,三",2734.59,2888.9,2732.88,2881.07,12147916800,95421808000
"2007-03-01,四",2877.2,2878.36,2760.91,2797.19,12736486000,1.07E+11
"2007-03-02,五",2792.94,2846.16,2777.8,2831.53,9394396500,74931594000
"2007-03-05,一",2827.68,2858.44,2723.07,2785.31,10691058300,84960180000
"2007-03-06,二",2776.17,2866.33,2756.96,2840.18,7704048500,63993290000
"2007-03-07,三",2851.75,2911.42,2849.65,2896.59,8791393000,73844900000
"2007-03-08,四",2904.19,2928.8,2871.46,2928.02,8895512200,73782479000
"2007-03-09,五",2934.49,2962.42,2891.81,2937.91,10713910400,89725963000
"2007-03-12,一",2945.92,2958.63,2904.74,2954.91,10154244400,85496576000
"2007-03-13,二",2958.1,2966.19,2932.23,2964.79,10718931500,88657286000
"2007-03-14,三",2933.68,2934.45,2868.81,2906.33,11373073900,93829876000
"2007-03-15,四",2905.98,2955.46,2905.98,2951.7,10174575400,86641125000
"2007-03-16,五",2964.09,2979.71,2899.03,2930.48,12268130700,1.05E+11
